name,desc
Hador,Name in Noldorin: "Thrower"
Halbarad,Name in Noldorin: m.
Haldir,Name in Noldorin: "Hidden Hero" ⇐ hall¹ + †dîr
Haleth,Name in Noldorin: m.
Halldir,Name in Noldorin: m.
Handir,Name in Noldorin: ⇐ hann + †dîr
Harad,Name in Noldorin: "The South" ⇐ harad
Haradhoth,Name in Noldorin: "People of Harad" ⇐ harad + hoth
Haradwaith,Name in Noldorin: "Sutherland; Men of the South"
Haramon,Name in Noldorin: ⇐ harn¹ + amon
Harfalas,Name in Noldorin: ⇐ harn¹ + falas
Harlindon,Name in Noldorin: ⇐ harn¹ + Ilk. Lindon
Harlorn,Name in Noldorin: "South Haven" ⇐ harn¹ + lhorn¹
Harnen,Name in Noldorin: "*South Water" ⇐ harn¹ + nen
Hathaldir,Name in Noldorin: ⇐ ? + †dîr
Haudh-na-Dengin,Name in Noldorin: "Hill of Slain" ⇐ haudh + na + dangen (plural)
Hebel Dúath,Name in Noldorin: loc. "Mountains of Shadow" ⇐ hebel + dú(w)ath
Hebel Uilos,Name in Noldorin: loc. "White Mountains" ⇐ hebel + Uilos
Helcharaes,Name in Noldorin: ⇐ helch + #caraes (liquid-mutation)
Helevorn,Name in Noldorin: "Black Glass" ⇐ hele + morn (soft-mutation)
Henneth Annûn,Name in Noldorin: loc. "Window of the Sunset"
Himling,Name in Noldorin: loc.
Himring,Name in Noldorin: "Ever-cold" ⇐ him + rhing (soft-mutation)
Hithdilias,Name in Noldorin: loc.
Hithliniath,Name in Noldorin: "Pools of Mist"
Hithlum,"Name in Noldorin: "Land of Mist, (lit.) Mist-and-Dusk" ⇐ hîth + lhum (soft-mutation)"
Hobas,Name in Noldorin: Elf loc. "*Harbourage of the Swans" ⇐ hobas + i (plural) + alf (plural)
Huan,Name in Noldorin: "hound"
Hundor,Name in Noldorin: m.
Huor,"Name in Noldorin: "heart-vigour, courage""
Húrin,Name in Noldorin: ⇐ hûr + ind
Iaros,Name in Noldorin: loc.
Iarwath,Name in Noldorin: "Blood-stained" ⇐ iâr + gwath² (soft-mutation)
Iaur,Name in Noldorin: "Eldest" ⇐ iaur
iChúrinien,Name in Noldorin: "The Children of Húrin" ⇐ i + Húrin + ?
Îdh,Name in Noldorin: "Rest"
Idril,Name in Noldorin: ⇐ ᴹ√ID + ᴹ√RIL
†Imbe,Name in Noldorin: "Ingwë"
Imlad Morghul,Name in Noldorin: loc. "Vale of Morghul" ⇐ imlad + morgul
Imlad Morthond,Name in Noldorin: loc. "Blackroot Vale"
Imlad-Ringlo,Name in Noldorin: "Ringlo Vale"
Imladris(t),Name in Noldorin: "Rivendell" ⇐ imlad + rhis (soft-mutation)
Imloth,Name in Noldorin: loc.
Inglor,Name in Noldorin: "*Heart of Gold" ⇐ ind + glaur
Inglorion,Name in Noldorin: ⇐ Inglor + -ion¹
Inglormindon,Name in Noldorin: ⇐ Inglor + mindon
Ingwil,Name in Noldorin: loc.
Inram,Name in Noldorin: m.
Iorhail,Name in Noldorin: "Frodo" ⇐ iaur + #sail (soft-mutation)
Isfin,Name in Noldorin: ⇐ ist + ON. phinya (suffix)
Ithilduin,Name in Noldorin: ⇐ Ithil + duin
Ithilien,Name in Noldorin: "*Moon Lands" ⇐ Ithil + -ian(d) (plural)
Ivann,Name in Noldorin: "Fruit-giver"
Ivrin,Name in Noldorin: loc.
Ivrineithil,Name in Noldorin: "Ivrin's Well" ⇐ Ivrin + eithel
Kalenarda,Name in Noldorin: ⇐ calen + ᴹQ. arda
Keleborn,Name in Noldorin: ⇐ celeb + orn
Kelegorn,Name in Noldorin: m.
Kelos,Name in Noldorin: loc.
Kelufain,Name in Noldorin: "?White Source" ⇐ celw + fein
Kerin-muil,Name in Noldorin: ⇐ cerin + Ilk. muil
Kiril,Name in Noldorin: loc.
Kirith Gorgor,Name in Noldorin: loc. "Dreadful Pass"
Kirith Naglath,Name in Noldorin: loc. "Cleft of the Teeth"
Kirith Ungol,Name in Noldorin: loc. "Spider Glen" ⇐ cirith + ungol
Kormallen,Name in Noldorin: loc.
Lamben,Name in Noldorin: "Tongue" ⇐ lham(b)
Lameduin,Name in Noldorin: ⇐ ? + duin
Lammasethen,Name in Noldorin: "Shorter Account of the Elvish Tongues" ⇐ Lhammas + thent
Lanhail,Name in Noldorin: "Plain-wise" ⇐ #lhad + #sail (soft-mutation)
Lebennin,Name in Noldorin: "Seven Streams" ⇐ lheben + nen (plural)
Lhammas,"Name in Noldorin: "Account of Tongues, Linguistic History" ⇐ lham(b) + #-as"
Lhamthanc,Name in Noldorin: "Forked Tongue" ⇐ lham(b) + thanc
Lhandroval,Name in Noldorin: "Wide-winged" ⇐ lhann + rhofal (soft-mutation)
Lhasgalen,Name in Noldorin: "Green of Leaf" ⇐ lhass + calen (soft-mutation)
Lhathleg,Name in Noldorin: "sharp-ears"
Lhawhen,Name in Noldorin: loc.
Lhefneg,Name in Noldorin: "Fifth" ⇐ lheben + -eg²
Lhevon,Name in Noldorin: "Elves remaining behind"
Lhoebelidh,Name in Noldorin: pn.
Lhothlann,Name in Noldorin: "Empty and Wide" ⇐ lhost + lhann (soft-mutation)
Lhuien,Name in Noldorin: loc.
Lhûn,Name in Noldorin: "Blue River" ⇐ lhûn
Lhúnorodrim,Name in Noldorin: "Blue Mountains"
Lhúthien,Name in Noldorin: "Enchantress" ⇐ lhûth + *-ien
Linglor(el),Name in Noldorin: see S. Nimrodel
Linhir,Name in Noldorin: loc.
Lithlad,Name in Noldorin: "Plain of Ash" ⇐ lith + #lhad
Lonnath-Ernin,Name in Noldorin: ⇐ lhonn + arnen (plural)
Losgar,Name in Noldorin: loc.
Lostladen,Name in Noldorin: "*Empty and Open" ⇐ lhost + lhaden
Lothlórien,Name in Noldorin: ⇐ lhoth + Lem. Lórien
Luindirien,Name in Noldorin: "Blue Towers"
Mablothren,Name in Noldorin: "*Empty-handed" ⇐ mab + lothren
Magladhûr,Name in Noldorin: "Black-sword" ⇐ magol + dûr
Maglavorn,Name in Noldorin: "Black-sword" ⇐ magol + morn (soft-mutation)
Maglor,Name in Noldorin: "Gold-cleaver"
Maidhros,Name in Noldorin: "Pale-glitter" ⇐ maidh + †rhoss² (soft-mutation)
Malevarn,Name in Noldorin: "Golden Brown" ⇐ malt + baran (soft-mutation)
Manathon,Name in Noldorin: "*Bliss-friend" ⇐ manadh + thond
Manwe,Name in Noldorin: ⇐ -we
Marthanc,Name in Noldorin: "Hamfast" ⇐ bár + tanc (liquid-mutation)
Math-Fuin-delos,Name in Noldorin: "Deadly Nightshade" ⇐ G. math + fuin + deloth
Meglin,Name in Noldorin: ⇐ meglin
Melineth,Name in Noldorin: loc.
Melthinorn,Name in Noldorin: "Tree of Gold" ⇐ malthen (plural) + orn
Meneldor,Name in Noldorin: "*Lord of the Heavens" ⇐ #menel + -dor
Men,Name in Noldorin: loc. "*Place of Splashing Foam" ⇐ men² + ᴹ√PHAL + rhoss¹
Mereth Aderthad,Name in Noldorin: pn. "Feast of (Games and) Reuniting"
Merethrond,Name in Noldorin: "Great Hall of Feasts"
Merrill,Name in Noldorin: loc.
Methedras,Name in Noldorin: "Last Peak" ⇐ methen + rhas
Methen,Name in Noldorin: loc. ⇐ methen + amon
Methendol,Name in Noldorin: ⇐ methen + dôl
Minas Anor,Name in Noldorin: loc. "Tower of the Sun" ⇐ minnas + Anor
Minas Ithil,Name in Noldorin: loc. "Tower of the Moon" ⇐ minnas + Ithil
Minas Morgol,Name in Noldorin: loc. "Tower of Sorcery" ⇐ minnas + morgul
Minas Tirith,Name in Noldorin: loc. "Tower of Guard" ⇐ S. minas + tirith
Mindeb,Name in Noldorin: loc.
Mindolluin,Name in Noldorin: loc.
Mindor,Name in Noldorin: loc. "*Isolated Mountain of Ever-leaf" ⇐ mindon + orod + ui¹ + lhass
Minnastirith,Name in Noldorin: "Watchtower" ⇐ minnas + tirith
Minrimmon,Name in Noldorin: loc.
Mîr,Name in Noldorin: Geleidh pn. "*Jewel of the Gnomes" ⇐ mîr + i (plural) + Golodh (plural)
Mirion,Name in Noldorin: "Silmaril"
mîr,Name in Noldorin: Nauglin pn. ⇐ mîr + na + naugol (plural)
Mitheithel,Name in Noldorin: "Hoarwell" ⇐ mith¹ + eithel
Mithlond,"Name in Noldorin: "?Grey Havens, Grey Gulf" ⇐ mith¹ + lhonn"
Mithrandir,Name in Noldorin: "Grey Wanderer/Pilgrim" ⇐ mith¹ + rhandir
Mithrim,Name in Noldorin: "*Mist Lake" ⇐ mith² + rhim² (soft-mutation)
Moeleg,Name in Noldorin: m.
Morannon,Name in Noldorin: "Black Gate" ⇐ ᴹ√MOR + annon
Morbenn,Name in Noldorin: "Dark Elf"
Mordor,Name in Noldorin: "Black Country"
Mordu,Name in Noldorin: "*Black Night" ⇐ morn + dû
Morgai,Name in Noldorin: loc.
Morgoth,Name in Noldorin: "Black Foe" ⇐ ᴹ√MOR + coth (soft-mutation)
Moria,Name in Noldorin: "Black Gulf" ⇐ morn + ia
Mormael,Name in Noldorin: "Black-sword"
Mormaglir,Name in Noldorin: "Black-sword"
Mormegil,Name in Noldorin: "Black-sword" ⇐ morn + magol
Mornennyn,Name in Noldorin: "Gates of Mordor"
Mornvenniath,Name in Noldorin: "Black Mountains" ⇐ morn + ment (soft-mutation class-plural)
Morthond,Name in Noldorin: "Blackroot" ⇐ morn + thonn
Morthu,Name in Noldorin: "*Black Stench" ⇐ morn + thû
Morwen,Name in Noldorin: ⇐ morn + gwenn (soft-mutation)
Naglath,Name in Noldorin: pn. "Teeth of Mordor"
Naith,Name in Noldorin: "Angle" ⇐ naith
Nan Dongoroth,Name in Noldorin: loc. "Vale of Black Horror" ⇐ nann + donn + goroth
Nanduhiriath,Name in Noldorin: "Dimrill-dale"
Nanduhirion,Name in Noldorin: "Dimrill-dale"
Nan-eregdos,Name in Noldorin: "Hollin" ⇐ nann + eregdos
Nan Gurunír,Name in Noldorin: loc. "Valley of Saruman" ⇐ nann + curunir (soft-mutation)
Nann Orothvor,Name in Noldorin: loc. "Vale of Black Horror" ⇐ nann + goroth (soft-mutation) + morn (soft-mutation)
Nan-tathren,Name in Noldorin: "Land of Willows" ⇐ nann + tathren
Nan-Tathrin,Name in Noldorin: "Land of Willows"
Narch,Name in Noldorin: ⇐ narch
Narchost,Name in Noldorin: "*Bitter-biting Fort" ⇐ narch + ost
Nardol,Name in Noldorin: ⇐ naur + dôl
Nargil,Name in Noldorin: loc.
Nargos,Name in Noldorin: loc.
Nargothrond,Name in Noldorin: "fortress of Narog" ⇐ Narog + othrond
Narodûm,Name in Noldorin: "Red Valley" ⇐ naru + tum (soft-mutation)
Narog,Name in Noldorin: loc.
Narogardh,Name in Noldorin: "realm of Narog" ⇐ Narog + ardh
Narosîr,Name in Noldorin: "Redway" ⇐ naru + sîr
Narothal,Name in Noldorin: "Firefoot" ⇐ naur + tâl (liquid-mutation)
Narthas,Name in Noldorin: "The Gore"
Nauglar,Name in Noldorin: "Dwarves"
Nauglavir,Name in Noldorin: pn.
Neleduir,Name in Noldorin: "Three Kings" ⇐ neledh + †taur³ (soft-mutation plural)
Neleglos,Name in Noldorin: "White Tooth" ⇐ neleg + gloss
Neleg,Name in Noldorin: loc. "Gleaming Tooth"
Nelen,"Name in Noldorin: "Gore, Angle""
Nelig Myrn,Name in Noldorin: pn. "Teeth of Mordor"
Nen Echui,Name in Noldorin: loc. "Water of Awakening"
Nen Fimred,"Name in Noldorin: loc. "Hoardale, Wolfdale, Entishdale""
Nen Girith,Name in Noldorin: loc. "Shuddering Water" ⇐ nen + girith
Nenuial,Name in Noldorin: "Evendimmer" ⇐ nen + uial
Nen-uinel,Name in Noldorin: ⇐ nen + ?
Nenvithim,Name in Noldorin: "Hoardales"
Nerwing,Name in Noldorin: "Red Foaming Waters"
Neth,Name in Noldorin: "Nessa"
Nethwelein,Name in Noldorin: "Younger Gods" ⇐ neth + Balan (soft-mutation plural)
Nimbrethil,Name in Noldorin: ⇐ nimp + brethil
Nimdil,Name in Noldorin: "White Horn" ⇐ nimp + till (soft-mutation)
Nimdildor,Name in Noldorin: "High White Horn"
Nimloth,Name in Noldorin: "Pale Blossom" ⇐ nimp + lhoth (soft-mutation)
Nimlothel,Name in Noldorin: f.
Nindalf,Name in Noldorin: "Wetwang"
Níniel,Name in Noldorin: "Tear-maiden; Tearful" ⇐ nîn + -iel¹
Nírnaeth Aronoded,Name in Noldorin: pn.
Nirnaith Arnediad,Name in Noldorin: pn. "Unnumbered Tears"
Nirnaith Dirnoth,Name in Noldorin: pn. "Unnumbered Tears"
Nogrod,"Name in Noldorin: "Dwarfmine, Dwarf-city""
Nosdiligand,Name in Noldorin: m.
Nos Feanor,Name in Noldorin: pn. "*House of Feanor"
Nos Finrod,Name in Noldorin: pn. "House of Finrod"
Nurnen,Name in Noldorin: loc.
Núron,Name in Noldorin: "Ulmo"
Odotheg,Name in Noldorin: "Seventh" ⇐ odog + -eg²
Odothui,Name in Noldorin: "Seventh" ⇐ odog + #-ui
Oeges,Name in Noldorin: loc. "Peaks of Iron"
Oelinuial,Name in Noldorin: "Pools of Twilight" ⇐ oel (plural) + uial
Oeros,Name in Noldorin: "Osse" ⇐ oer + ᴹ√GOS
Ogodrûth,Name in Noldorin: "Entwash" ⇐ *Ogod + ?
Olfannor,Name in Noldorin: "Lord of Dream-cloud" ⇐ ôl + Fannor
Orchelanath,Name in Noldorin: ⇐ orchal + amath
Orchrist,Name in Noldorin: ⇐ orch + crist
Orfalas,Name in Noldorin: ⇐ or + falas
Orodlin,Name in Noldorin: ⇐ orod + lhîn (soft-mutation)
Orodras,Name in Noldorin: ⇐ orod + rhas (soft-mutation)
Orodreth,Name in Noldorin: m.
Orodruin,Name in Noldorin: "Mountain of Fire"
Orod,Name in Noldorin: loc.
Orofin,Name in Noldorin: m.
Orthanc,Name in Noldorin: "Mount Fang" ⇐ orod? + thanc
Osforod,Name in Noldorin: "Northburg" ⇐ ost + forod
Osgiliath,Name in Noldorin: "Fortress of the Stars" ⇐ ost + geil (class-plural)
Ossiriand,Name in Noldorin: "Land of Seven Rivers" ⇐ ᴹ√OT/OTOS/OTOK + sîr + -ian(d)
Ossiriandeb,Name in Noldorin: ⇐ Ossiriand + -eb
Ostechain,"Name in Noldorin: "Town Built Again, Newbold""
Othram,Name in Noldorin: "City Wall"
Padathir,Name in Noldorin: "Trotter"
Palath-ledin,Name in Noldorin: "Gladden Fields"
Palath Nenui,Name in Noldorin: loc. "Wetwang" ⇐ palath¹ + nenui
Palathrin,Name in Noldorin: "Gladden"
Pelargir,Name in Noldorin: ⇐ pêl + ar(a)- + ceir (soft-mutation plural)
Pelennor,Name in Noldorin: ⇐ pêl + dôr
Penannon,Name in Noldorin: loc.
Pendrethdulur,Name in Noldorin: "Dimrill-stair" ⇐ pendrath
Pengolod,Name in Noldorin: m.
Pennas inGeleidh,Name in Noldorin: pn. "History of the Gnomes"
Pennas-na-Ngoelaidh,Name in Noldorin: "History of the Noldoli"
Pennas Silevril,Name in Noldorin: pn. "History of the Silmarils" ⇐ pennas + Silevril
Pensarn,Name in Noldorin: ⇐ penn¹ + sarn
Perhail,Name in Noldorin: "Halfwise"
Peringol,"Name in Noldorin: "Half-elven, (lit.) Half-Noldo" ⇐ perin + ᴹ√ÑGOL"
Pinnath,Name in Noldorin: loc. "Green Hills"
Poros,Name in Noldorin: "Boundary"
Radhruin,Name in Noldorin: m.
Radros,Name in Noldorin: m.
Ragnor,Name in Noldorin: m.
Ramas Coren,Name in Noldorin: loc. ⇐ ram(m)as + corn
Ramathir,Name in Noldorin: loc.
Rammas Ephel,Name in Noldorin: loc. ⇐ ram(m)as + ephel
Rath a Chelerdain,Name in Noldorin: Chelerdain loc. "Street of the Lampwrights" ⇐ rath + #an (elided) + #calardan (nasal-mutation plural)
Rathcarn,Name in Noldorin: "Red Way" ⇐ rath + caran
Rath Dínen,Name in Noldorin: loc. "Silent Street" ⇐ rath + dínen
Rathloriel,"Name in Noldorin: "Golden-bed, Bed of Gold" ⇐ rath + gloriel (soft-mutation)"
Rauros,"Name in Noldorin: "Rush-rain, Roar-rain" ⇐ ᴹ√RAW + rhoss¹"
Rerir,Name in Noldorin: loc.
Rhamdal,Name in Noldorin: "Wall's End" ⇐ rham + tâl (soft-mutation)
Rhascaron,Name in Noldorin: "Redhorn" ⇐ rhas + caran
Rhimbron,Name in Noldorin: m.
Rhimdad,Name in Noldorin: "Rushdown" ⇐ rhib- + dad
Rhimdir,Name in Noldorin: m.
Rhofannor,Name in Noldorin: "Wilderness" ⇐ rhofan + dôr
Rhosfein,Name in Noldorin: "*White Rain" ⇐ rhoss¹ + fein
Rhosgobel,Name in Noldorin: "Brownhay" ⇐ rhosc + gobel
Rhovanion,Name in Noldorin: "Wilderland" ⇐ rhofan + *-ion²
Rhûnaer,Name in Noldorin: "Eastern Sea"
Rian,Name in Noldorin: "Crown-gift"
Riben,Name in Noldorin: "Merry"
Rimbedir,Name in Noldorin: "Trotter"
Ringlo,Name in Noldorin: loc.
Rohan,Name in Noldorin: "Horse-land"
Roheryn,Name in Noldorin: pn.
Rohiroth,"Name in Noldorin: "Horse-lords, Horse-masters" ⇐ roch + hîr + hoth"
Rohirwaith,Name in Noldorin: ⇐ roch + hîr + gweith (soft-mutation)
Rothinel,Name in Noldorin: f.
Ruinel,Name in Noldorin: loc.
Ruinnel,Name in Noldorin: "Redway" ⇐ gruin
Rúnaeluin,Name in Noldorin: loc.
Sarnas Fingolfin,Name in Noldorin: loc. "Cairn of Fingolfin"
Sarn Athrad,"Name in Noldorin: loc. "Stony Ford, Ford of Stones" ⇐ sarn + athrad"
Sarn Gebir,Name in Noldorin: loc. ⇐ sarn + ceber (soft-mutation plural)
Sarn Ruin,Name in Noldorin: loc. ⇐ sarn + ?
Sern Aranath,Name in Noldorin: loc. "King Stones" ⇐ sarn (plural) + aran (class-plural)
Serni,Name in Noldorin: loc.
Sern Lamrach,Name in Noldorin: loc.
Sern Ubed,Name in Noldorin: loc. "[Stones of] Denial" ⇐ sarn (plural) + ubed
Sethnoss,"Name in Noldorin: "Firstborn, Elves""
Silevril,Name in Noldorin: "Silmaril" ⇐ silef + ᴹ√RIL
Silfion,Name in Noldorin: pn.
Silivros,Name in Noldorin: "Glimmering Rain" ⇐ †silif + rhoss¹ (soft-mutation)
Sirannon,Name in Noldorin: "Gate-stream" ⇐ sîr + annon
Siriombar,Name in Noldorin: "Sirion's Haven" ⇐ Sirion + bár
Sirion,Name in Noldorin: loc.
Sirith,Name in Noldorin: loc.
Taen-Nimdil,Name in Noldorin: loc.
Talagand,Name in Noldorin: "Harper" ⇐ talagand
Taragaer,Name in Noldorin: "Ruddyhorn" ⇐ tarag + goer (soft-mutation)
Taras,Name in Noldorin: loc.
Targon,Name in Noldorin: m.
Tarlang,Name in Noldorin: ⇐ tarlanc
Tarn Felin,Name in Noldorin: loc.
Tarnost,Name in Noldorin: ⇐ ? + ost
Taur,Name in Noldorin: pn. "King of the Exiles"
Taur-na-Danion,Name in Noldorin: "Forest of Pines" ⇐ taur¹ + na + thaun
Taur-na-Delduath,Name in Noldorin: "*Forest of Deadly Nightshade" ⇐ taur¹ + na + Deldúwath
Taur-na-Faroth,Name in Noldorin: "*Forest of Hunting"
Taur-na-Fuin,Name in Noldorin: "Forest of Night"
Taur-nan-Erig,Name in Noldorin: "Forest of Region"
Tauros,Name in Noldorin: "Lord of Forests; (lit.) Forest-Dread" ⇐ taur¹ + gost
Taurost,Name in Noldorin: "High City" ⇐ taur² + ost
Taur-rimmon,Name in Noldorin: "Forest of Rimmon" ⇐ taur¹ + Un. Rimmon
Tavrobel,Name in Noldorin: ⇐ tavor + gobel
Telchar,Name in Noldorin: m.
Terch,"Name in Noldorin: loc. "Spider's Hole, Spider's Lair""
Thalion,"Name in Noldorin: "hero, dauntless man""
Thanador,Name in Noldorin: loc.
Thangorodrim,Name in Noldorin: "Mountains of Duress"
Tharbad,Name in Noldorin: "(?Crossway)"
Thargelion,Name in Noldorin: "Land beyond Gelion"
Thimbalt,Name in Noldorin: loc.
Thorondor,Name in Noldorin: "King of Eagles"
Thû,Name in Noldorin: m.
Tilion,Name in Noldorin: "Horned"
Timbredhil,Name in Noldorin: f.
Tindobel,"Name in Noldorin: "Twilit City, Starlit City" ⇐ tinnu + gobel (soft-mutation)"
Tinfang,Name in Noldorin: "Starbeard" ⇐ tint + fang
Tinúviel,"Name in Noldorin: "Nightingale, (lit.) Daughter of Twilight""
Tol Fuin,Name in Noldorin: loc. "Tindrock"
Tolchas,Name in Noldorin: m.
Tolfalas,Name in Noldorin: ⇐ toll + falas
Tol,Name in Noldorin: loc. ⇐ toll + fuin
Tol-galen,Name in Noldorin: "Green Isle"
Tolharn,Name in Noldorin: "Stoneait" ⇐ toll + sarn (soft-mutation)
Toll-ereb,Name in Noldorin: "*Lonely Isle"
Toll-ondren,Name in Noldorin: "Carrock"
Tol-na-Gaurhoth,Name in Noldorin: "Isle of Werewolves"
Tolsirion,Name in Noldorin: ⇐ toll + Sirion
Tol Thû,Name in Noldorin: loc.
Tol Varad,Name in Noldorin: loc. "Defended Isle"
Tor-dilluin,Name in Noldorin: ⇐ taur² + till (soft-mutation) + lhûn (soft-mutation)
Torfir,Name in Noldorin: "High-man" ⇐ taur² + feir¹
Torfirion,Name in Noldorin: "Westermanton" ⇐ Torfir + *-ion²
Trandóran,Name in Noldorin: loc.
Tum Dincelon,Name in Noldorin: loc. "Dimrill-dale" ⇐ tum + Ilk. dem? + Ilk. celon
Tum-halad,Name in Noldorin: loc.
Tumladen,Name in Noldorin: "Level Vale" ⇐ tum + lhaden (soft-mutation)
Tûn,Name in Noldorin: "Hill City"
Tuor,Name in Noldorin: "strength-vigour"
Turgon,Name in Noldorin: ⇐ tûr + -gon
Túrin,Name in Noldorin: ⇐ tûr + ind
Turumarth,"Name in Noldorin: "Master of Fate, Conqueror of Fate" ⇐ tûr + ammarth"
Udûn,Name in Noldorin: loc.
Uiar,Name in Noldorin: "Ulmo" ⇐ ui¹
Uilos,Name in Noldorin: "Everlasting Snow" ⇐ ui¹ + gloss (soft-mutation)
Uinen,Name in Noldorin: f.
Uldor,Name in Noldorin: m.
Ulfang,Name in Noldorin: ⇐ ul- + fang
Ulfast,Name in Noldorin: ⇐ ul- + fast
Ulu,Name in Noldorin: m.
Ulwarth,Name in Noldorin: ⇐ ul- + gwarth (soft-mutation)
Ungoliant,Name in Noldorin: "Gloomweaver"
Urthel,Name in Noldorin: m.
Uvanwaith,Name in Noldorin: "Nomenlands" ⇐ uvan + gweith
Yoreth,Name in Noldorin: f.
Bana,Name in Middle Telerin: f.
Baradis,Name in Middle Telerin: f.
Daintáro,Name in Middle Telerin: "Saviour of the Dani"
Elu,Name in Middle Telerin: m.
Elulindo,Name in Middle Telerin: "?Elwe Singer" ⇐ Elu + ᴹQ. lindo
Erde,Name in Middle Telerin: "Rest"
Findo,Name in Middle Telerin: m.
Adurant,Name in Ilkorin/Doriathrin: ⇐ ado + rant
Argador,Name in Ilkorin/Doriathrin: "[Land] Outside the Fence" ⇐ argad + dôr
Ariador,Name in Ilkorin/Doriathrin: "Land Outside"
Aros,Name in Ilkorin/Doriathrin: ⇐ arn + *-os
Ascar,Name in Ilkorin/Doriathrin: ⇐ ascar
Balthor,Name in Ilkorin/Doriathrin: "Vala-king" ⇐ ᴹ√BAL + tôr
Beleg,Name in Ilkorin/Doriathrin: "Strong" ⇐ bel
Belthronding,Name in Ilkorin/Doriathrin: ⇐ bel + thrôn + ding
Brilthor,Name in Ilkorin/Doriathrin: "Glittering Torrent" ⇐ bril + ᴹ√THOR(ON)
Brithombar,Name in Ilkorin/Doriathrin: "*Brithon-home" ⇐ Brithon + *bar
Brithon,Name in Ilkorin/Doriathrin: "Pebbly" ⇐ brithon
Celon,Name in Ilkorin/Doriathrin: ⇐ celon
Dairon,Name in Ilkorin/Doriathrin: ⇐ dair + *-on
Denithor,Name in Ilkorin/Doriathrin: "Saviour of the Dani"
Dilion,Name in Ilkorin/Doriathrin: loc.
Dimbar,Name in Ilkorin/Doriathrin: "*Sad Home" ⇐ dem + *bar
Dior,Name in Ilkorin/Doriathrin: "Successor"
Dol Dúghol,Name in Ilkorin/Doriathrin: loc. ⇐ *dol + durgul?
Dolmed,Name in Ilkorin/Doriathrin: "Wet Head" ⇐ *dol + mêd
Dorthonion,Name in Ilkorin/Doriathrin: "Land of Pines" ⇐ dôr + thôn (genitive plural)
Duilwen,Name in Ilkorin/Doriathrin: ⇐ duil + gwene
Êd,Name in Ilkorin/Doriathrin: "Rest"
Eglador,Name in Ilkorin/Doriathrin: "Land of the Elves" ⇐ Egla + dôr
Eglamar,Name in Ilkorin/Doriathrin: "Elvenhome" ⇐ Egla + *bar
Eglor,Name in Ilkorin/Doriathrin: "Elf-river" ⇐ Egla + ?
Eglorest,Name in Ilkorin/Doriathrin: ⇐ Eglor + rest
Elbereth,Name in Ilkorin/Doriathrin: "*Valor Star" ⇐ el + bereth
Elboron,Name in Ilkorin/Doriathrin: "*Steadfast Star" ⇐ el + boron
Elrond,Name in Ilkorin/Doriathrin: "Vault of Heaven" ⇐ el + rond
Ermabuin,Name in Ilkorin/Doriathrin: "One-handed" ⇐ *er + mâb + *-en
Esgalduin,Name in Ilkorin/Doriathrin: "River under Veil" ⇐ esgal + duin
Esgaroth,Name in Ilkorin/Doriathrin: "Reedlake" ⇐ esgar² + ?
Garthurian,"Name in Ilkorin/Doriathrin: "Fenced Realm, Hidden Realm" ⇐ garth + thúren"
Goldamir,"Name in Ilkorin/Doriathrin: "Silmaril, *(lit.) Noldo-jewel" ⇐ (n)gold (genitive) + *mîr"
Grûm,Name in Ilkorin/Doriathrin: m.
Hirilorn,Name in Ilkorin/Doriathrin: "*Tree of the Lady" ⇐ *hiril + orn
Legolin,Name in Ilkorin/Doriathrin: ⇐ legol + ?
Lindon,Name in Ilkorin/Doriathrin: "Musical Land" ⇐ S. lind¹ + ?
Lómendor,Name in Ilkorin/Doriathrin: ⇐ lómen + dôr
Lóminorthin,Name in Ilkorin/Doriathrin: "Echoing Mountains" ⇐ lómen + orth (plural)
Lúthien,Name in Ilkorin/Doriathrin: "Enchantress" ⇐ luth + *-ien
Mablosgen,Name in Ilkorin/Doriathrin: "Empty-handed" ⇐ mâb + *losgen
Mablost,Name in Ilkorin/Doriathrin: "Empty-handed" ⇐ mâb + *lost
Mabluin,Name in Ilkorin/Doriathrin: "Pale-hand" ⇐ mâb + lûn
Mablung,Name in Ilkorin/Doriathrin: "Heavy-hand" ⇐ mâb + lung
Melian,Name in Ilkorin/Doriathrin: f.
Menegroth,Name in Ilkorin/Doriathrin: "Thousand Caves" ⇐ #meneg + rôth
mir(nang)eluið,Name in Ilkorin/Doriathrin: ⇐ *mîr + ? + ?
Nan-Dairon,Name in Ilkorin/Doriathrin: "*Valley of Dairon" ⇐ nand + Dairon
Nan Dungorthin,Name in Ilkorin/Doriathrin: loc. "Vale of Black Horror" ⇐ nand + dunn + ngorthin
Nauglamír,Name in Ilkorin/Doriathrin: "Necklace of the Dwarves" ⇐ naugol (genitive) + *mîr
Neldoreth,Name in Ilkorin/Doriathrin: ⇐ neldor + ?
Nivrim,Name in Ilkorin/Doriathrin: "West-march" ⇐ nivon + rîm
Nivrost,"Name in Ilkorin/Doriathrin: "West Vale, West-dales" ⇐ nivon + rost"
Orgof,Name in Ilkorin/Doriathrin: m.
Radhrim,Name in Ilkorin/Doriathrin: "East-march" ⇐ radhon + rîm
Radhrost,Name in Ilkorin/Doriathrin: "East Vale" ⇐ radhon + rost
Region,Name in Ilkorin/Doriathrin: "*Hollin" ⇐ #reg (genitive plural)
Regornion,Name in Ilkorin/Doriathrin: "Hollin" ⇐ regorn (genitive plural)
